prediction_gw,target_gw,algorithm,formation,predicted_points,actual_points,actual_points_no_captaincy,avg_fpl_points,captain,captain_points,prediction_diff,prediction_diff_pct,prediction_accuracy,avg_player_diff,std_player_diff,points_vs_avg,pct_vs_avg
10,11,Ridge,3-4-3,51.263932579654664,60,46,49,Mohamed Salah,28,5.263932579654664,-10.268296470380001,88.55666830509855,-0.478539325423152,3.924501167780418,11,22.44897959183674
10,11,XGBoost,4-4-2,46.46081614494324,50,48,49,Cole Palmer,4,-1.5391838550567627,3.3128644366792637,96.79336696863174,0.13992580500516025,3.981915871563831,1,2.0408163265306145
10,11,XGBoost,4-4-2,46.46081614494324,50,48,49,Cole Palmer,4,-1.5391838550567627,3.3128644366792637,96.79336696863174,0.13992580500516025,3.981915871563831,1,2.0408163265306145
11,12,DeepLearning,5-2-3,44.888713121414185,80,67,49,Mohamed Salah,26,-22.111286878585815,49.25801017903901,66.99807928569281,2.0101169889623467,4.155785208019197,31,63.26530612244898
11,12,DeepLearning,5-2-3,44.888713121414185,80,67,49,Mohamed Salah,26,-22.111286878585815,49.25801017903901,66.99807928569281,2.0101169889623467,4.155785208019197,31,63.26530612244898
11,12,GBReg,5-3-2,49.975046427120404,49,36,49,Mohamed Salah,26,13.975046427120404,-27.964048912891936,61.18042659133221,-1.270458766101855,3.2736314371115323,0,0.0
11,12,GBReg,5-3-2,49.975046427120404,49,36,49,Mohamed Salah,26,13.975046427120404,-27.964048912891936,61.18042659133221,-1.270458766101855,3.2736314371115323,0,0.0
11,12,LSTM,3-5-2,78.03864526748657,70,57,49,Mohamed Salah,26,21.038645267486572,-26.959265112014897,63.09009602195339,-1.912604115226052,4.469999101704373,21,42.85714285714286
11,12,LSTM,3-5-2,78.03864526748657,70,57,49,Mohamed Salah,26,21.038645267486572,-26.959265112014897,63.09009602195339,-1.912604115226052,4.469999101704373,21,42.85714285714286
11,12,RFReg,3-5-2,49.25972737887697,70,57,49,Mohamed Salah,26,-7.740272621123033,15.71318607102592,86.42057434890695,0.7036611473748213,4.916875022352426,21,42.85714285714286
11,12,RFReg,3-5-2,49.25972737887697,70,57,49,Mohamed Salah,26,-7.740272621123033,15.71318607102592,86.42057434890695,0.7036611473748213,4.916875022352426,21,42.85714285714286
11,12,Ridge,3-5-2,51.270743979156066,79,66,49,Mohamed Salah,26,-14.729256020843934,28.728383631086096,77.68294542296374,1.3390232746221764,4.629988504675151,30,61.224489795918366
11,12,Ridge,3-5-2,51.270743979156066,79,66,49,Mohamed Salah,26,-14.729256020843934,28.728383631086096,77.68294542296374,1.3390232746221764,4.629988504675151,30,61.224489795918366
11,12,XGBoost,4-3-3,47.80733370780945,61,48,49,Mohamed Salah,26,-0.19266629219055176,0.4030057257911501,99.59861189126968,0.017515117471868343,4.434289936786624,12,24.489795918367353
11,12,XGBoost,4-3-3,47.80733370780945,61,48,49,Mohamed Salah,26,-0.19266629219055176,0.4030057257911501,99.59861189126968,0.017515117471868343,4.434289936786624,12,24.489795918367353
12,13,DeepLearning,5-3-2,45.322914361953735,89,75,60,Cole Palmer,28,-29.677085638046265,65.47920859863913,60.43055248260498,2.697916876186024,5.66716875095929,29,48.33333333333334
12,13,DeepLearning,5-3-2,45.322914361953735,89,75,60,Cole Palmer,28,-29.677085638046265,65.47920859863913,60.43055248260498,2.697916876186024,5.66716875095929,29,48.33333333333334
12,13,GBReg,3-4-3,53.40324843015619,86,73,60,Mohamed Salah,26,-19.59675156984381,36.69580436754434,73.15513483583041,1.7815228699858003,5.825624495489936,26,43.333333333333336
12,13,GBReg,3-4-3,53.40324843015619,86,73,60,Mohamed Salah,26,-19.59675156984381,36.69580436754434,73.15513483583041,1.7815228699858003,5.825624495489936,26,43.333333333333336
12,13,LSTM,5-2-3,68.06194925308228,66,53,60,Mohamed Salah,26,15.061949253082275,-22.129764748693525,71.58122782437306,-1.3692681139165706,4.1159332199060135,6,10.000000000000009
12,13,LSTM,5-2-3,68.06194925308228,66,53,60,Mohamed Salah,26,15.061949253082275,-22.129764748693525,71.58122782437306,-1.3692681139165706,4.1159332199060135,6,10.000000000000009
12,13,RFReg,5-3-2,47.178748869173866,53,40,60,Mohamed Salah,26,7.178748869173866,-15.216064523203986,82.05312782706532,-0.6526135335612608,4.263767615687586,-7,-11.66666666666667
12,13,RFReg,5-3-2,47.178748869173866,53,40,60,Mohamed Salah,26,7.178748869173866,-15.216064523203986,82.05312782706532,-0.6526135335612608,4.263767615687586,-7,-11.66666666666667
12,13,Ridge,5-3-2,50.56473028960641,78,65,60,Mohamed Salah,26,-14.435269710393591,28.54809988645537,77.79189275324063,1.3122972463994174,5.553345067296158,18,30.000000000000004
12,13,Ridge,5-3-2,50.56473028960641,78,65,60,Mohamed Salah,26,-14.435269710393591,28.54809988645537,77.79189275324063,1.3122972463994174,5.553345067296158,18,30.000000000000004
12,13,XGBoost,4-3-3,52.70093822479248,72,59,60,Mohamed Salah,26,-6.2990617752075195,11.952466099065017,89.32362410981777,0.57264197956432,5.636732971023854,12,19.999999999999996
12,13,XGBoost,4-3-3,52.70093822479248,72,59,60,Mohamed Salah,26,-6.2990617752075195,11.952466099065017,89.32362410981777,0.57264197956432,5.636732971023854,12,19.999999999999996
13,14,DeepLearning,3-5-2,46.60021781921387,74,56,58,Mohamed Salah,36,-9.399782180786133,20.171112112077893,83.21467467716762,0.8545256527987394,4.945433579483059,16,27.586206896551737
13,14,DeepLearning,3-5-2,46.60021781921387,74,56,58,Mohamed Salah,36,-9.399782180786133,20.171112112077893,83.21467467716762,0.8545256527987394,4.945433579483059,16,27.586206896551737
13,14,GBReg,4-3-3,47.38987629929526,66,48,58,Mohamed Salah,36,-0.6101237007047402,1.2874557782160956,98.72890895686513,0.0554657909731584,4.213926132585666,8,13.793103448275868
13,14,GBReg,4-3-3,47.38987629929526,66,48,58,Mohamed Salah,36,-0.6101237007047402,1.2874557782160956,98.72890895686513,0.0554657909731584,4.213926132585666,8,13.793103448275868
13,14,LSTM,5-3-2,73.30791425704956,76,58,58,Mohamed Salah,36,15.30791425704956,-20.88166661429396,73.60704438439731,-1.3916285688226873,5.928037793190259,18,31.034482758620683
13,14,LSTM,5-3-2,73.30791425704956,76,58,58,Mohamed Salah,36,15.30791425704956,-20.88166661429396,73.60704438439731,-1.3916285688226873,5.928037793190259,18,31.034482758620683
13,14,RFReg,4-3-3,47.421261840457056,73,55,58,Mohamed Salah,36,-7.578738159542944,15.981730273312134,86.22047607355829,0.6889761963220861,5.478364684309105,15,25.86206896551724
13,14,RFReg,4-3-3,47.421261840457056,73,55,58,Mohamed Salah,36,-7.578738159542944,15.981730273312134,86.22047607355829,0.6889761963220861,5.478364684309105,15,25.86206896551724
13,14,Ridge,4-4-2,50.3642097692017,73,55,58,Mohamed Salah,36,-4.6357902307983,9.204532845928103,91.57129048945764,0.42143547552711813,4.8232518988260455,15,25.86206896551724
13,14,Ridge,4-4-2,50.3642097692017,73,55,58,Mohamed Salah,36,-4.6357902307983,9.204532845928103,91.57129048945764,0.42143547552711813,4.8232518988260455,15,25.86206896551724
13,14,XGBoost,3-5-2,49.66969275474548,75,57,58,Mohamed Salah,36,-7.330307245254517,14.75810869507377,87.13981185043068,0.6663915677504106,5.004147660556908,17,29.31034482758621
13,14,XGBoost,3-5-2,49.66969275474548,75,57,58,Mohamed Salah,36,-7.330307245254517,14.75810869507377,87.13981185043068,0.6663915677504106,5.004147660556908,17,29.31034482758621
14,15,DeepLearning,3-4-3,45.21940517425537,75,57,50,Cole Palmer,36,-11.780594825744629,26.052078262302402,79.3322897793954,1.0709631659767844,5.185698733840352,25,50.0
14,15,DeepLearning,3-4-3,45.21940517425537,75,57,50,Cole Palmer,36,-11.780594825744629,26.052078262302402,79.3322897793954,1.0709631659767844,5.185698733840352,25,50.0
14,15,GBReg,4-3-3,49.386423375967695,70,52,50,Cole Palmer,36,-2.613576624032305,5.29209536826698,94.97389110763018,0.2375978749120281,4.935340822645887,20,39.99999999999999
14,15,GBReg,4-3-3,49.386423375967695,70,52,50,Cole Palmer,36,-2.613576624032305,5.29209536826698,94.97389110763018,0.2375978749120281,4.935340822645887,20,39.99999999999999
14,15,LSTM,3-4-3,69.62601470947266,83,65,50,Cole Palmer,36,4.626014709472656,-6.644089466811442,92.88305429311899,-0.4205467917702416,4.965989171734987,33,65.99999999999999
14,15,LSTM,3-4-3,69.62601470947266,83,65,50,Cole Palmer,36,4.626014709472656,-6.644089466811442,92.88305429311899,-0.4205467917702416,4.965989171734987,33,65.99999999999999
14,15,RFReg,3-4-3,48.52685067970051,78,60,50,Cole Palmer,36,-11.473149320299491,23.642888750451885,80.87808446616751,1.0430135745726805,5.229898867624322,28,56.00000000000001
14,15,RFReg,3-4-3,48.52685067970051,78,60,50,Cole Palmer,36,-11.473149320299491,23.642888750451885,80.87808446616751,1.0430135745726805,5.229898867624322,28,56.00000000000001
14,15,Ridge,3-4-3,49.27504302170355,87,69,50,Cole Palmer,36,-19.724956978296447,40.030319140682316,71.41310582855587,1.7931779071178588,5.513301725682336,37,74.0
14,15,Ridge,3-4-3,49.27504302170355,87,69,50,Cole Palmer,36,-19.724956978296447,40.030319140682316,71.41310582855587,1.7931779071178588,5.513301725682336,37,74.0
14,15,XGBoost,4-3-3,50.43834710121155,69,51,50,Cole Palmer,36,-0.5616528987884521,1.1135434269117006,98.89871980629715,0.05105935443531387,4.764007372912154,19,37.999999999999986
14,15,XGBoost,4-3-3,50.43834710121155,69,51,50,Cole Palmer,36,-0.5616528987884521,1.1135434269117006,98.89871980629715,0.05105935443531387,4.764007372912154,19,37.999999999999986
15,16,DeepLearning,5-2-3,44.80683755874634,54,51,47,Cole Palmer,6,-6.193162441253662,13.821913749511538,87.85654423283596,0.5630147673866965,2.8892020164275642,7,14.893617021276606
15,16,DeepLearning,5-2-3,44.80683755874634,54,51,47,Cole Palmer,6,-6.193162441253662,13.821913749511538,87.85654423283596,0.5630147673866965,2.8892020164275642,7,14.893617021276606
15,16,GBReg,3-5-2,48.8118774742764,57,54,47,Cole Palmer,6,-5.1881225257236,10.628811662607562,90.39236569310445,0.4716475023385087,4.150640023857261,10,21.27659574468086
15,16,GBReg,3-5-2,48.8118774742764,57,54,47,Cole Palmer,6,-5.1881225257236,10.628811662607562,90.39236569310445,0.4716475023385087,4.150640023857261,10,21.27659574468086
15,16,LSTM,4-3-3,65.56966352462769,57,54,47,Cole Palmer,6,11.569663524627686,-17.644841993557236,78.57469717661539,-1.0517875931479714,5.513888472238505,10,21.27659574468086
15,16,LSTM,4-3-3,65.56966352462769,57,54,47,Cole Palmer,6,11.569663524627686,-17.644841993557236,78.57469717661539,-1.0517875931479714,5.513888472238505,10,21.27659574468086
15,16,RFReg,5-2-3,44.75266447490776,62,59,47,Cole Palmer,6,-14.24733552509224,31.835725743392416,75.85197368628434,1.2952123204629309,3.544070872497589,15,31.914893617021267
15,16,RFReg,5-2-3,44.75266447490776,62,59,47,Cole Palmer,6,-14.24733552509224,31.835725743392416,75.85197368628434,1.2952123204629309,3.544070872497589,15,31.914893617021267
15,16,Ridge,5-3-2,46.9847396066117,57,54,47,Cole Palmer,6,-7.015260393388303,14.93093385666251,87.00877704928092,0.6377509448534817,2.9868642818312106,10,21.27659574468086
15,16,Ridge,5-3-2,46.9847396066117,57,54,47,Cole Palmer,6,-7.015260393388303,14.93093385666251,87.00877704928092,0.6377509448534817,2.9868642818312106,10,21.27659574468086
15,16,XGBoost,5-2-3,45.47273778915405,48,45,47,Cole Palmer,6,0.47273778915405273,-1.039607052792868,98.94947157965765,-0.04297616265036839,3.3388521967907256,1,2.127659574468077
15,16,XGBoost,5-2-3,45.47273778915405,48,45,47,Cole Palmer,6,0.47273778915405273,-1.039607052792868,98.94947157965765,-0.04297616265036839,3.3388521967907256,1,2.127659574468077
16,17,DeepLearning,4-4-2,45.008803367614746,80,59,60,Mohamed Salah,42,-13.991196632385254,31.08546680992714,76.28610740273686,1.2719269665804775,6.51845237855522,20,33.33333333333333
16,17,DeepLearning,4-4-2,45.008803367614746,80,59,60,Mohamed Salah,42,-13.991196632385254,31.08546680992714,76.28610740273686,1.2719269665804775,6.51845237855522,20,33.33333333333333
16,17,GBReg,3-5-2,52.24051386787443,85,64,60,Mohamed Salah,42,-11.759486132125573,22.510280358013723,81.62580291855379,1.0690441938295976,6.565956533281726,25,41.66666666666667
16,17,GBReg,3-5-2,52.24051386787443,85,64,60,Mohamed Salah,42,-11.759486132125573,22.510280358013723,81.62580291855379,1.0690441938295976,6.565956533281726,25,41.66666666666667
16,17,LSTM,3-5-2,82.71151781082153,80,59,60,Mohamed Salah,42,23.711517810821533,-28.667733876017987,59.81098676131944,-2.155592528256503,6.512262405080855,20,33.33333333333333
16,17,LSTM,3-5-2,82.71151781082153,80,59,60,Mohamed Salah,42,23.711517810821533,-28.667733876017987,59.81098676131944,-2.155592528256503,6.512262405080855,20,33.33333333333333
16,17,RFReg,5-3-2,48.066895046192435,76,55,60,Mohamed Salah,42,-6.933104953807565,14.423866877910108,87.39435462944078,0.6302822685279602,6.552098722338481,16,26.66666666666666
16,17,RFReg,5-3-2,48.066895046192435,76,55,60,Mohamed Salah,42,-6.933104953807565,14.423866877910108,87.39435462944078,0.6302822685279602,6.552098722338481,16,26.66666666666666
16,17,Ridge,4-4-2,51.846167790160884,85,64,60,Mohamed Salah,42,-12.153832209839116,23.44210329880083,81.00963717212638,1.1048938372581014,6.20927600773183,25,41.66666666666667
16,17,Ridge,4-4-2,51.846167790160884,85,64,60,Mohamed Salah,42,-12.153832209839116,23.44210329880083,81.00963717212638,1.1048938372581014,6.20927600773183,25,41.66666666666667
16,17,XGBoost,3-5-2,47.23689889907837,53,52,60,Bukayo Saka,2,-4.763101100921631,10.083433104061278,90.84019019053532,0.4330091909928754,6.834439624292733,-7,-11.66666666666667
16,17,XGBoost,3-5-2,47.23689889907837,53,52,60,Bukayo Saka,2,-4.763101100921631,10.083433104061278,90.84019019053532,0.4330091909928754,6.834439624292733,-7,-11.66666666666667
17,18,DeepLearning,3-4-3,48.616894006729126,59,50,51,Mohamed Salah,18,-1.383105993270874,2.844908177555383,97.23378801345825,0.1257369084791704,2.9095831509380314,8,15.686274509803933
17,18,DeepLearning,3-4-3,48.616894006729126,59,50,51,Mohamed Salah,18,-1.383105993270874,2.844908177555383,97.23378801345825,0.1257369084791704,2.9095831509380314,8,15.686274509803933
17,18,GBReg,3-4-3,52.25333589729264,59,50,51,Mohamed Salah,18,2.2533358972926365,-4.312329267784387,95.49332820541473,-0.20484871793569423,2.8522807061117175,8,15.686274509803933
17,18,GBReg,3-4-3,52.25333589729264,59,50,51,Mohamed Salah,18,2.2533358972926365,-4.312329267784387,95.49332820541473,-0.20484871793569423,2.8522807061117175,8,15.686274509803933
17,18,LSTM,4-4-2,75.39536666870117,53,44,51,Mohamed Salah,18,31.395366668701172,-41.64097617119794,28.64689393477007,-2.8541242426091973,4.443583934804381,2,3.9215686274509887
17,18,LSTM,4-4-2,75.39536666870117,53,44,51,Mohamed Salah,18,31.395366668701172,-41.64097617119794,28.64689393477007,-2.8541242426091973,4.443583934804381,2,3.9215686274509887
17,18,RFReg,3-5-2,51.01101873070253,56,47,51,Mohamed Salah,18,4.011018730702531,-7.863043770753741,91.46591759424993,-0.36463806642750285,3.7550698654292702,5,9.80392156862746
17,18,RFReg,3-5-2,51.01101873070253,56,47,51,Mohamed Salah,18,4.011018730702531,-7.863043770753741,91.46591759424993,-0.36463806642750285,3.7550698654292702,5,9.80392156862746
17,18,Ridge,3-4-3,52.98680318663062,50,41,51,Mohamed Salah,18,11.986803186630617,-22.622242644853642,70.7638946667546,-1.0897093806027827,3.254480678174775,-1,-1.9607843137254943
17,18,Ridge,3-4-3,52.98680318663062,50,41,51,Mohamed Salah,18,11.986803186630617,-22.622242644853642,70.7638946667546,-1.0897093806027827,3.254480678174775,-1,-1.9607843137254943
17,18,XGBoost,3-5-2,53.19377040863037,58,49,51,Mohamed Salah,18,4.193770408630371,-7.883950275406604,91.44128488034619,-0.3812518553300339,3.1738955119273853,7,13.725490196078427
17,18,XGBoost,3-5-2,53.19377040863037,58,49,51,Mohamed Salah,18,4.193770408630371,-7.883950275406604,91.44128488034619,-0.3812518553300339,3.1738955119273853,7,13.725490196078427
18,19,DeepLearning,3-5-2,50.8148455619812,67,51,66,Mohamed Salah,32,-0.18515443801879883,0.36437075813398057,99.63695208231607,0.01683222163807262,3.824760968574786,1,1.5151515151515138
18,19,DeepLearning,3-5-2,50.8148455619812,67,51,66,Mohamed Salah,32,-0.18515443801879883,0.36437075813398057,99.63695208231607,0.01683222163807262,3.824760968574786,1,1.5151515151515138
18,19,GBReg,5-3-2,53.43535878836615,63,47,66,Mohamed Salah,32,6.435358788366152,-12.043259246847704,86.30774725879542,-0.5850326171241955,3.550482540363884,-3,-4.545454545454541
18,19,GBReg,5-3-2,53.43535878836615,63,47,66,Mohamed Salah,32,6.435358788366152,-12.043259246847704,86.30774725879542,-0.5850326171241955,3.550482540363884,-3,-4.545454545454541
18,19,LSTM,4-4-2,85.18313884735107,62,46,66,Mohamed Salah,32,39.183138847351074,-45.998702768593205,14.819263375323754,-3.5621035315773706,4.807845892414144,-4,-6.060606060606055
18,19,LSTM,4-4-2,85.18313884735107,62,46,66,Mohamed Salah,32,39.183138847351074,-45.998702768593205,14.819263375323754,-3.5621035315773706,4.807845892414144,-4,-6.060606060606055
18,19,RFReg,4-4-2,51.49406185392577,64,48,66,Mohamed Salah,32,3.4940618539257713,-6.785368502949806,92.72070447098798,-0.3176419867205258,3.695238088822874,-2,-3.0303030303030276
18,19,RFReg,4-4-2,51.49406185392577,64,48,66,Mohamed Salah,32,3.4940618539257713,-6.785368502949806,92.72070447098798,-0.3176419867205258,3.695238088822874,-2,-3.0303030303030276
18,19,Ridge,4-3-3,50.366404116791706,59,43,66,Mohamed Salah,32,7.366404116791706,-14.625630409727453,82.86882763536812,-0.6696731015265186,3.408274958760529,-7,-10.606060606060607
18,19,Ridge,4-3-3,50.366404116791706,59,43,66,Mohamed Salah,32,7.366404116791706,-14.625630409727453,82.86882763536812,-0.6696731015265186,3.408274958760529,-7,-10.606060606060607
18,19,XGBoost,4-3-3,55.882455825805664,63,56,66,Alexander Isak,14,-0.11754417419433594,0.21034181919410422,99.79009968893868,0.010685834017666903,3.2274790935280984,-3,-4.545454545454541
18,19,XGBoost,4-3-3,55.882455825805664,63,56,66,Alexander Isak,14,-0.11754417419433594,0.21034181919410422,99.79009968893868,0.010685834017666903,3.2274790935280984,-3,-4.545454545454541
19,20,DeepLearning,4-3-3,49.42286229133606,91,84,60,Mohamed Salah,14,-34.57713770866394,69.96182759476758,58.83674082301912,3.1433761553330855,5.124894759616863,31,51.66666666666666
19,20,DeepLearning,4-3-3,49.42286229133606,91,84,60,Mohamed Salah,14,-34.57713770866394,69.96182759476758,58.83674082301912,3.1433761553330855,5.124894759616863,31,51.66666666666666
19,20,GBReg,5-3-2,52.75737584165764,53,46,60,Mohamed Salah,14,6.757375841657641,-12.808400216755977,85.31005251813556,-0.6143068946961493,3.5983464300313748,-7,-11.66666666666667
19,20,GBReg,5-3-2,52.75737584165764,53,46,60,Mohamed Salah,14,6.757375841657641,-12.808400216755977,85.31005251813556,-0.6143068946961493,3.5983464300313748,-7,-11.66666666666667
19,20,LSTM,3-5-2,83.65573167800903,67,60,60,Mohamed Salah,14,23.655731678009033,-28.277478665849177,60.57378053665161,-2.150521061637185,5.415906001188624,7,11.66666666666667
19,20,LSTM,3-5-2,83.65573167800903,67,60,60,Mohamed Salah,14,23.655731678009033,-28.277478665849177,60.57378053665161,-2.150521061637185,5.415906001188624,7,11.66666666666667
19,20,RFReg,4-4-2,53.07873368762228,73,66,60,Mohamed Salah,14,-12.921266312377718,24.34358435983355,80.42232376912467,1.17466057385252,5.573829116713816,13,21.666666666666657
19,20,RFReg,4-4-2,53.07873368762228,73,66,60,Mohamed Salah,14,-12.921266312377718,24.34358435983355,80.42232376912467,1.17466057385252,5.573829116713816,13,21.666666666666657
19,20,Ridge,4-4-2,53.24945940569942,61,54,60,Mohamed Salah,14,-0.7505405943005812,1.409480213840908,98.61011001055448,0.06823096311823497,5.1209618862404485,1,1.6666666666666607
19,20,Ridge,4-4-2,53.24945940569942,61,54,60,Mohamed Salah,14,-0.7505405943005812,1.409480213840908,98.61011001055448,0.06823096311823497,5.1209618862404485,1,1.6666666666666607
19,20,XGBoost,3-5-2,56.233911752700806,51,44,60,Mohamed Salah,14,12.233911752700806,-21.75539878232503,72.19565510749817,-1.1121737957000732,4.068148812054703,-9,-15.000000000000002
19,20,XGBoost,3-5-2,56.233911752700806,51,44,60,Mohamed Salah,14,12.233911752700806,-21.75539878232503,72.19565510749817,-1.1121737957000732,4.068148812054703,-9,-15.000000000000002
20,21,DeepLearning,3-4-3,49.6156005859375,45,43,55,Mohamed Salah,4,6.6156005859375,-13.33371058257945,84.61488235828489,-0.6014182350852273,4.506786312622646,-10,-18.181818181818176
20,21,DeepLearning,3-4-3,49.6156005859375,45,43,55,Mohamed Salah,4,6.6156005859375,-13.33371058257945,84.61488235828489,-0.6014182350852273,4.506786312622646,-10,-18.181818181818176
20,21,GBReg,4-3-3,49.65238103439661,66,64,55,Mohamed Salah,4,-14.347618965603388,28.896134821135956,77.5818453662447,1.304328996873035,4.614223732605025,11,19.999999999999996
20,21,GBReg,4-3-3,49.65238103439661,66,64,55,Mohamed Salah,4,-14.347618965603388,28.896134821135956,77.5818453662447,1.304328996873035,4.614223732605025,11,19.999999999999996
